""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"MAPK13"	-1.93871226724043	-1.7215355535966	-0.34440043462357	0.668252844082192	0.859449600691201	-1.34450594286257	-3.55585409625853	-1.88194423847829	-3.81116653600762	-5.75193959725933	0.0217296444466881	0.19854567938208	-0.63262893435147	0.546143251830628	-4.34544960253219	-0.319030146057133	0.676572481758312	0.322012288231081
"MAPK14"	1.64538504902248	1.49453948764252	1.43320714403998	1.63623117103167	1.28493388740516	1.42797255460635	0.960577022791815	1.05889368905357	1.22754927110832	0.270428215769119	-0.375749483447851	1.49933500721129	0.270528942380718	0.841599135356799	1.45329218922071	1.2731518611771	1.37681985338343	0.892080573652543
"MAPK15"	-4.44294349584873	-3.95419631038688	-3.61515587752142	-3.05703094503638	-2.58496250072116	NA	-3.83383884355829	-5.31078753728216	-3.68341098880925	-4.88944312100927	-2.48864353985378	-2.93073733756289	-2.28630418515664	-3.49825086752783	0.727799379498451	0.42130904753718	-0.562164371934937	-1.9811792440747
"MAPK1IP1L"	-2.07465976526963	-1.85827189038834	-1.41637601340692	-1.95233356636969	-0.975853912668297	-1.96634444581876	-2.36135107209555	-2.19104829300807	-1.76515413825079	-2.56751502612191	-2.70545492892693	-1.72483303901501	-2.90238920337358	-0.377235466566459	-1.37582325157571	-1.10008832440651	-1.1784424131223	-0.878544331864894
"MAPK1IP1L"	-3.18728862038053	-3.08629984639422	-2.89136567210294	-1.93085383895923	-1.96988001162366	-2.47293588298704	-2.85198619026855	-2.65367525080517	-3.07420094184142	-3.78510646119453	-6.91490829455588	-2.54467890525581	-2.35845397091248	-2.14775362044369	-2.93041210325334	-0.832225386555886	-3.58896443127865	-2.00802085629334
"MAPK3"	1.65616274027056	1.19859554125224	0.00756154519515799	0.410837510749558	-0.349584437790228	0.276413435634994	0.622310191089705	0.928351958891439	0.993323052355592	1.29245452209912	1.4426437100622	0.125530882083859	-0.658014252771384	-0.296617006358175	0.883369087963694	0.11160420827273	0.0682944630985608	0.532229995621427
"MAPK6"	1.26821424061148	1.12901705786211	1.63046885005275	1.23511748765764	0.652353366451265	0.940546149789758	0.902901311894919	1.29824909841785	1.03013571797332	-0.0743801038164027	1.090716254638	1.10168414012949	1.20476675065461	-0.0922585078519885	0.418316050977734	1.31339370837029	2.66086011733753	0.855322023642425
"MAPK7"	-0.258371718442015	-0.896746038202975	-2.01569380710515	-1.35778501681933	-2.25938662881865	-2.91137798660083	-1.09237185715714	-0.370982319200908	-0.692609925655715	-1.51093149775554	-2.74498329311357	-1.50752590683834	-0.782769283779331	-2.5722514489716	NA	NA	-0.640986643626935	-1.61344745957421
"MAPK8"	-3.18728862038053	-2.52123690311077	-2.38342559160563	-2.73820876101684	-1.63135540620561	-2.5030978534973	-2.8703647195834	-2.9668331360648	-2.28992963289685	-1.78510646119453	-0.360319442878245	-2.23029761942179	-2.73696559416621	-1.37723546656646	-2.93041210325334	NA	-3.91089252616601	NA
"MAPK8IP1"	-1.46893870438167	-0.284602559198542	-1.40216215418722	-1.24746160191333	-4.36518129284125	-1.96634444581876	-1.08430457588903	0.210359865841551	-0.883059454489409	-0.194562928210078	0.388872453621221	-1.19541210177794	-3	-3.91328836680667	-1.34544960253219	-0.0897611862446147	-4.0040019305575	-2.72036266349072
"MAPK8IP3"	-1.67394904748988	-2.63226821549951	-1.89799876443539	-1.20387233336565	-1.38889736181505	-2.19341335436468	-2.52641031836604	-1.73510285014902	-2.11484292633876	-3.16697709653818	-3.05692729942831	-1.30270611494984	-1.60493720048242	-0.47145080818411	-5.93041210325334	-0.742131920334933	-0.576991789612576	-3.09887428674445
"MAPK9"	0.495015757550335	0.526391959846985	0.771947607378181	0.964143078068031	0.72780559488073	0.743759808179879	0.902224784313523	0.317447671904693	0.776020629828047	-0.849427442161391	-4.21446857641479	0.621058299223071	-0.100824369519487	0.3447279642605	0.639443505077605	1.70845059036497	0.47712475917912	-1.96137076299451
"MAPKAP1"	0.329286905360374	-0.0912490623659537	0.0128753450916258	-0.251893848228593	0.00607451440968434	-0.87148525947732	-0.311845887156618	-0.307323681978591	-0.139789283468994	-0.641515607565684	-5.59298019966852	-0.210259866185249	-1.27316878296751	0.218740026877115	1.30320757350636	-1.12940389123107	-0.00400193055749624	0.212919431009199
"MAPKAPK2"	2.84867359279667	2.93150006295252	2.11647171837294	1.47594284802282	0.928240374357122	1.59626847971175	1.83504614070796	3.6076170463434	2.15247883789813	2.32439016209002	2.0334589370288	1.56910854952032	2.46923479366766	0.651496251976857	1.13567708720443	1.53978251741704	2.53274175017994	1.57241908573713
"MAPKAPK3"	-0.39231742277876	0.079226691150575	0.0903194305169741	0.114616677554941	0.0241460873317025	0.330148601692331	-1.05510459944045	-0.437580067929932	-0.129342496033878	-0.430011502371973	1.23990981449622	0.170163878012258	0.212569338850806	0.229669587035374	1.88657152000204	0.921513930078702	1.80392537597137	1.44894566983325
"Mapkapk5"	-0.686965933156719	-0.484961516719219	-0.392763456184968	-0.367371065648529	-0.0590205138122004	-0.991066875229992	-0.444960504746301	-0.472068444315223	-0.872567080671766	-0.963443702453047	-1.12049242820578	-0.824114918029092	0.214124805352847	0.329568157089494	-0.202491648690144	-1.19873591233942	-0.895942184700043	0.282409085759334
"MAPKBP1"	-5.25029841790633	-4.57568468713314	-6.20011837824257	-4.4262647547021	-4.98185265328974	-4.60845085364353	-5.98584193700334	-2.44137164709231	-3.92219784839637	-3.56751502612191	-3.10755337249828	-5.48327836059167	-4.73696559416621	-3.5722514489716	NA	NA	-5.17392693199981	NA
"MAPRE1"	2.38839606675261	1.90191792359058	2.5181809701534	2.30618535834162	1.74334316393692	1.87609744206292	2.10397632524513	2.37409592075262	2.074642799399	1.83983772501813	3.00246378492096	2.20695247258938	2.80219321694183	2.16423949638595	2.83611680534552	1.46819543516802	2.13895602328455	2.20015052063987
"Mapre2"	1.95077528210664	1.67516030969273	0.966158846184595	-0.240838659719598	-0.617280220993884	1.50450196236086	1.39016283063981	1.89265459031293	1.34982534066468	-0.161522666446071	-1.6669807811123	-0.139870538293851	0.212569338850806	-0.901315725140593	-1.76048710181103	-1.12096705408243	0.0218143612466408	-0.533277110890225
"MAPRE3"	-1.95962125700341	-1.64676778519463	-2.38342559160563	-3.29240900796731	-2.17449773123214	-3.12928301694497	-1.8703647195834	-2.56828375957453	-1.97359700090301	-2.37848120173189	-4.74498329311357	-3.63528145403671	-3.57776699931695	-3.49825086752783	NA	-5.22110372536788	-2.68850010482957	-5.04229075837808
"MAPT"	-5.15076274435542	-2.53465741887309	-2.95911027873878	-2.40636519726439	-1.69891869001824	-3.2952929683839	-5.1113728190872	-3.61890983264449	-3.75869911611349	-3.92596899703438	-0.705454928926933	-1.66224850163698	-2.07400058144378	-1.69089594547022	-6.93041210325334	NA	-5.03642340824987	-2.90984046235443
"MARCHF1"	-8.05765333996394	-9.27612440527424	NA	NA	NA	NA	-6.98584193700334	NA	-6.10662241953379	-7.21137121589663	NA	-7.39016895620018	NA	-4.49825086752783	NA	NA	NA	NA
"MARCHF10"	-6.25029841790633	NA	-7.07458749615871	-7.27426166125705	-6.3037807481771	-6.19341335436468	-8.15576693844565	-6.20387233336565	-7.98109153744994	-8.21137121589663	-1.82744545330554	-8.39016895620018	-3.53533173299656	-2.86598265202831	NA	-3.37310681881293	-7.49585502688717	NA
"MARCHF2"	2.98486104617629	2.87394017380723	0.93290704038821	0.328622747461371	0.781913000220181	0.751232163239255	2.22874702295297	1.65144112009429	2.19091918799436	3.52693219557801	2.5968443592115	0.84464847491714	0.714795011118162	0.251283400141436	0.553403674010913	NA	0.05296688157158	1.14753380050194
"MARCHF3"	-1.70450651446585	-2.24270140373679	-3.48962499543756	-5.20387233336565	-6.88874324889826	0.0319036474196463	-1.26094917513771	-1.65367525080517	-1.97359700090301	-2.85381921127855	-0.960711984169007	-4.93073733756289	-2.1926450779424	-3.1197392442741	NA	-2.30462708093016	NA	-7.74273047651917
"MARCHF5"	-0.0118936785812535	0.270770054613399	0.943148868138095	0.830074998557688	1.20004498981865	0.717842433805238	0.00410439833273664	0.480625840906421	0.333302884752019	-1.07181986349784	0.714448325523727	0.670526975487371	0.0942360698457655	0.245910228042585	-2.47098048461605	1.52305737020253	0.405011781093578	0.71977179607809
"MARCHF6"	-1.49541091574286	-0.892420112800185	-0.758683188899121	-0.69230791040823	-1.64081573545467	-0.592149041314425	-0.767749653100518	-0.707446507246151	-0.647190800896497	-0.200143960473378	-3.45547667591859	-0.538419914784126	-1	-0.70123788969168	-6.93041210325334	1.52843054230139	0.498498409971687	0.0188207559253048
"MARCHF7"	-1.19346719530966	-1.5414147850484	0.892158264740818	0.327137729274782	1.23279026844177	0.384701980960199	-0.840617376189353	-1.22332469603182	-0.131425810534367	-1.90759046771953	-3.91490829455588	0.0916304754655683	0.776103988073164	-0.453856748169372	-0.330499261066216	1.5804429779889	-0.0864640907494692	1.56162084514406
"MARCHF8"	-0.0661314938882412	-0.0353330731122807	-0.941873573813474	-0.317740297923929	-0.548893246013634	-0.445830652824447	0.335083938294645	0.0575510225621586	0.070570582372557	-0.711525328813427	-2.27105210478116	-0.195412101777936	-1.22179142360191	-0.901315725140593	0.933774041400937	-5.22110372536788	-1.70795246749574	-2.28329885788188
"Marchf9"	-2.88772833852162	-2.08629984639422	-3.5510255401017	-3.38673639051546	-4.71881824745595	-4.40491745955839	-2.75488750216347	-2.65367525080517	-3.19101460682417	-1.73563778493023	NA	-3.99785153342142	-3.35845397091248	-4.36074734377789	NA	-4.4555689790049	-7.91089252616601	-6.93537555446157
"MARCKS"	2.09050543297396	2.26206452677818	1.22614637645953	1.76520577702148	1.38621722324234	2.00804229730059	2.98442376474618	2.09206055298877	2.98949373347597	3.32366109863264	1.7733420145773	1.87778812820266	1.01970191444255	1.83445706611278	1.47046733302884	1.63749898708924	1.24476901760224	0.164160119089344
"MARCKSL1"	3.55648133568658	3.63264347757495	3.32023243382322	3.29179237691404	2.49819699642605	2.72219445834495	3.15555565628644	3.76314801737881	3.20481629318644	3.56403330360735	3.99423475278401	2.84793718123189	3.13524754980957	1.42537374384049	2.99440040035244	3.17828102192007	2.85397906457008	3.58327760121182
"MARF1"	-2.54195350167989	-2.86673346913654	-2.05963715469274	-1.16573720447888	-0.645569265425308	-1.12146351248567	-1.4312530853257	-4.20387233336565	-2.34688551770893	-1.61891417862855	-2.18698783999268	-1.25574263597926	-0.915935735211525	-0.0128240403575836	0.000325234309542733	-0.05318385981594	-3.71449531336251	-6.28329885788188
"MARK1"	-0.0832387501584093	0.333054332867742	0.320589580759287	-3.84130225398094	-4.13385574673479	-1.47293588298704	0.842118189383458	1.03453240595943	0.229985570658678	-0.394387592641251	-3.10755337249828	-2.85101014509215	-0.279721534766673	-5.01282404035758	-4.34544960253219	NA	-7.49585502688717	-8.15776797579802
"MARK2"	0.206789260262666	0.592698149500761	0.894079297036495	1.05844627238356	0.8926164646264	-0.664160286229813	0.0154098592061191	0.52210247688258	0.3572734472481	-1.27473327689406	-5.59298019966852	1.0096430031255	1.25776496857139	0.93136509667391	-0.257986761281848	1.16000656873118	0.306661338234052	1.15511497948634
"MARK3"	0.521662597616078	0.408624215147388	0.784429545721383	0.723482364802584	0.580898568341257	0.517080028440333	0.210555275800163	0.648768637006723	-0.0249574228215677	-0.907590467719529	0.00990420904989862	0.758307625978094	0.785550551739256	0.55050844439203	0.553403674010913	0.628144977396534	0.824945521994466	1.1113587033514
"MARK4"	-3.59822172132664	-2.78427130894456	-3.20011837824257	-2.71354670678257	-4.88874324889826	-4.56538213175164	-3.1445396830224	-2.28330680086005	-3.28065181930884	-2.92596899703438	-2.48864353985378	-3.1613502657043	-2.37706964907982	-2.61072559678624	-3.12305718119574	NA	-3.24792751344359	-8.74273047651917
"MARS1"	1.0144792642033	0.696855380792053	0.543798006099893	0.727990790474331	0.681112359432689	1.11616634809504	0.467200006344857	0.834262795521121	0.636069785659369	0.00537464229867353	-1.03226524519404	0.824150164600582	0.625270489374693	1.1016619746593	NA	0.434248103244679	0.120693816891818	1.03944871731203
"Marveld1"	3.22311743016667	2.30083225943185	1.00311837863767	0.281861156584126	0.27112808788013	1.28158306762482	1.80604446964151	2.02288389067334	1.9382684101208	1.43428721651208	-0.0694182436115072	0.544996093403512	-0.0439433475875971	-0.498250867527825	-2.47098048461605	-0.241535625272689	-0.283966732341167	-1.84791271321123
"MARVELD2"	-4.10345702957706	-3.1886615640239	-2.18381656591347	-1.41131441323613	-0.400903215075208	NA	-5.90783942500207	-3.39651741130805	-4.20850203355301	-7.62640871517548	-1.42305519822621	-1.49535119289224	-1.06642736173898	-1.32832586608551	-0.821887646475174	-0.69128277883918	-2.28640166125822	-2.42080238163181
"MARVELD3"	-4.27629362643928	-3.4432343911095	-2.85219507482227	-2.22115032479749	-2.33415439722062	-2.51329362060319	-6.06830409719531	-3.8017738897943	-4.35660067254214	-4.51093149775554	-6.32994579383473	-1.73195747344839	-1.40545145044965	-1.73271612116485	-1.28655591347862	-3.29510430681165	-1.12953281264136	-0.135400162769564
"MASP1"	-1.6696360546188	-2.53465741887309	-5.01569380710515	-5.13675813750711	NA	-2.72210763543909	-1.85655892005837	-3.10433665981474	-2.02689522706306	-4.56751502612191	-5.59298019966852	-6.22024395475787	-5.12029423371771	-6.82017896241519	-3.60848400836598	NA	NA	NA
"MASP2"	NA	-7.69116190455308	NA	-6.59618975614441	-8.88874324889826	-5.33091687811462	NA	-9.01122725542325	-9.56605403817109	NA	NA	-6.80520645547903	-8.05889368905357	-4.65025396097288	-3.12305718119574	NA	-2.80935449970395	NA
"MAST2"	-0.0933124721715183	-0.0305716990185555	-1.23328524217777	0.0602351071333701	-1.20224272171504	-0.326415485879676	-0.438090515379257	0.69440513193816	-0.18667567109983	-0.611458373709505	-1.30019845044067	-0.682809824119301	-0.393557771868392	-0.39391420771309	-3.60848400836598	NA	-1.53007074222508	-5.74273047651917
"MAST3"	-1.58191990899754	-0.96778537513483	-0.564152974087313	-0.308477376594961	-2.78021879212009	-1.96634444581876	-1.2549001304649	-0.601836319285552	-1.04249208211408	-2.26885671055739	0.775089676863563	-1.276426790151	-2.36773178450049	-0.797811149386733	-0.953132179753427	NA	-1.04464391505484	-3.63420601974101
"MASTL"	-5.01325922060548	-4.32192809488736	-5.85219507482227	-1.44644263663973	-5.42931163026096	-3.84549005094438	-2.99589560166726	-3.55179563678596	-3.02689522706306	-3.65678236421899	NA	NA	NA	-2.5722514489716	-5.93041210325334	-0.950574782987157	-2.55334052154793	NA
"MAT1A"	-5.73572524507657	-3.54820395071104	-2.89136567210294	-1.51937415909358	-2.41300981793186	-3.1609918766723	-3.79821493382757	-3.9668331360648	-4.17373661539233	-4.51093149775554	-3.32994579383473	-1.7977119189321	-5.32192809488736	-2.73271612116485	-3.34544960253219	NA	-3.15600502400255	NA
"MAT2A"	0.150581018375852	1.18023000983405	0.749840939257832	-0.963194559001453	0.902419639656759	1.08693563677128	0.328048838818604	0.761911951296437	0.369111011432603	-0.546035298711456	-0.120492428205776	-1.17584983539942	2.8860623383456	-0.489262084300571	-1.0477690538915	-1.72285285784005	0.329103713641352	1.62249837273237
"MAT2B"	0.600558142787858	0.245476034449489	0.645371672701803	0.484627771463917	1.23279026844177	0.523328176105511	0.885207660371653	0.558628352907694	0.426884297994722	1.0306119337977	0.946178611439511	0.944104329107007	0.127633279725874	0.783447382571004	0.364208645638284	-0.159327527781185	0.735366153824014	0.789625448769673
"MATK"	-2.67394904748988	-3.25375659224578	-3.10496114520223	-5.4262647547021	-4.18830353075717	-3.77020192364014	-1.5783381104099	-2.61890983264449	-2.83813358360789	-1.95398337320398	NA	-7.39016895620018	-6.64385618977472	-3.17632277264046	NA	NA	-1.58896443127865	NA
"MATN4"	-1.92837032301897	-2.14684138832927	-3.63718218385142	-2.75082516239746	-2.73899612939358	-4.22658021829988	-4.63220498238864	-4.48766529936624	-3.83813358360789	-3.71951811956696	-2.21446857641479	-1.60880924267552	-4.88896868761126	-3.01282404035758	-1.53809468047458	NA	NA	NA
"MATR3"	1.24155467842334	0.691101853561756	1.99284686459781	2.07402388059415	2.122484006525	2.24045655785858	1.98410412476683	0.178597303456763	1.99284494297561	2.4396804752823	3.17520412510841	2.03031765662559	1.93828579188405	2.08971412135485	1.46190531952542	2.37694877479372	2.12115320076479	1.97323151373597
"MAU2"	-0.441104496184947	-1.05212273107613	-0.29980043655754	-0.0206505093098798	0.130847479459622	-0.851945073081675	-0.44840780636477	-0.57659902778653	-0.981091537449935	-1.31655345258869	0.718086902587075	-0.504472582860788	-0.872366720274126	0.384392181834016	-0.0724311081257712	0.0771880052522485	-1.33094810021148	-3.53327711089022
"MAVS"	-1.48022451192819	-1.10119872277356	-1.70535368649299	-0.974137936688034	-0.0846122277149413	-1.07164439107702	-1.55214059345946	-2.05703094503638	-1.31338860572084	-1.31050440791588	-3.59298019966852	-0.608809242675524	-0.833284555033578	-0.808951706991934	-2.17552460108987	0.93270161071116	-0.149341293721535	-0.922551514103987
"MAX"	-1.6272007882984	-2.32192809488736	-3.05963715469274	-2.8017738897943	-2.00610019953642	-2.78248025341857	-3.00601981894097	-2.70744650724615	-2.67123627486315	-2.85381921127855	-2.59298019966852	-2.59575308985008	-3.200912693926	-3.91328836680667	-2.93041210325334	-4.25762960139299	-3.3665720099422	-3.98784297435571
"MAZ"	-0.376414928186132	-0.056955884812076	-1.1676969005502	-0.317740297923929	-1.8663754358698	-1.21405312042372	-0.279249991880653	0.264897149850983	-0.289929632896854	-0.23982766194586	0.323496444769196	-0.742710529745263	-1.55109904885487	-1.75408977195742	NA	-0.881253722483251	-1.15600502400255	-0.613447459574208
"MB21D2"	-5.15076274435542	-4.1886615640239	-4.75265940127135	-4.78883483408681	-4.98185265328974	-6.65284497300198	-4.8703647195834	-4.92376441417291	-3.86561432003	-3.68780925983962	-0.00201895832592078	-4.48327836059167	-7.32192809488736	-4.1197392442741	0.684297740861865	-5.4555689790049	NA	-7.42080238163181
