""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"MAEA"	1.20444150540624	1.19758134434518	0.841291882677059	0.89064526541864	0.640687305247892	1.0035798902758	1.42966511314731	1.25204194494941	1.1516223848953	0.97474302364501	0.809605558564067	1.15961571174768	0.0391383939069583	0.938044252311537	1.00032523430954	-1.83567268817436	1.00797071110858	1.39426063556105
"MAF"	-4.32973288540074	-4.1886615640239	-6.48962499543756	NA	NA	-5.33091687811462	-3.1113728190872	-4.31078753728216	-3.10662241953379	-2.62640871517548	-1.82744545330554	-7.39016895620018	NA	NA	-2.28655591347862	NA	NA	-6.15776797579802
"MAF1"	2.3333216661916	2.62436507956041	1.41793335997964	1.4157363101624	0.902419639656759	1.17529151119213	1.60661510026474	2.45331849491069	1.92379392226821	3.54163655304861	3.14443616626854	1.81317904677958	1.36036427654347	1.97423690393492	2.04113145069743	0.640603561217981	2.39858382767509	2.21944255459053
"MAFB"	1.07933777211629	2.14014533924897	0.668002647201371	-3.05703094503638	-1.54889324601363	0.915111102413487	2.14429957151167	0.404514512866836	1.99904804018922	1.50972797281055	-2.24248295258439	-1.18559781195098	2.538227739736	-1.79781114938673	0.624176748424294	2.97094245348542	0.451051247569227	1.66983937028604
"MAFF"	1.39716000854859	1.78524678738557	1.49905969133461	-0.590565206950532	-0.376990595130879	-0.498026863949875	-0.57268417094272	1.90016473242021	0.706575746805278	0.115058271225671	-2.45547667591859	-0.997851533421423	1.28688114778816	-3.65025396097288	-0.780664983748661	1.24975847404583	0.91247471388022	0.813775578152754
"MAFG"	1.10536729961686	1.078124976671	1.35447047343506	0.331588205937932	1.06254146606871	0.0441225532323077	-0.040723288283943	1.66119808654824	0.0301357179733187	-0.656782364218995	-0.949124009893796	-0.362262959630299	1.50207595604579	0.145605322246899	0.883369087963694	1.44209855321166	1.20804854655749	-0.56282138650424
"MAFK"	2.89217337079517	3.25915097134657	2.84427574111588	1.31894269280624	1.24311371171053	-0.0198497758590216	0.519307981939792	2.89039390292286	1.89593691241448	1.01142368697148	-5.91490829455588	1.04758311612342	3.42911377876734	-0.640269872400253	0.783833414412779	3.03581257130296	3.15855724126177	1.79836613883035
"MAGED1"	3.67324130657774	3.30883809544692	3.0225667680702	2.38359267455868	2.22304448690275	2.28047684773097	2.96835437338353	3.5089002949016	2.89440185813854	2.62901333481503	-1.84881910409811	2.71835550057799	3.41650199286742	1.24859931557022	0.336374437441558	2.51089406127587	1.49920544014555	3.20490646143265
"MAGED2"	2.95269992558532	2.36547581056012	1.40182119577994	-1.11640949211531	-2.05585323473352	0.597453444904353	2.21655401642161	2.82679480288129	2.03710864136329	2.50459077435851	NA	-0.724833039015007	0.754887502163469	-3.29661700635817	-0.202491648690144	0.521710944495018	-2.02012159592077	-0.0845189937673796
"MAGEE1"	-3.32973288540074	-3.99072218641199	-3.95911027873878	-5.68929916053589	NA	-2.52356195605701	-3.37440722492099	-3.72582503656101	-4.56605403817109	-3.40401629383903	-6.91490829455588	-6.06824086131282	-4.35845397091248	-6.23521646169403	-5.34544960253219	NA	NA	NA
"MAGEH1"	-0.845765045417933	-0.90543699846702	-2.15175535668117	-5.34826224270082	-3.53119124428018	-1.59756253750079	-0.361351072095547	-1.22986754189859	-0.890097005229343	0.513142637223317	-6.91490829455588	-2.50752590683834	-3.53533173299656	-4.82017896241519	NA	-0.0938831748798014	-3.7409675247237	-1.16152989459422
"MAGI1"	-3.09186905530185	-2.63226821549951	-2.63718218385142	-3.10433665981474	-3.4964258261195	-2.96634444581876	-3.04724248166748	-2.41131441323613	-3.8936286961996	-4.81905379311787	-0.557356289937799	-2.70366842901697	-2.29512803554365	-2.69089594547022	-0.930412103253343	-1.46088277890137	-0.844803335708242	-0.71482447994929
"MAGI2"	-4.9701904987136	-5.02819689183065	-5.48962499543756	-6.59618975614441	NA	NA	-3.5708044377245	-4.76329974197967	-4.20850203355301	-4.45648371373316	-1.93762837105597	-6.39016895620018	-5.12029423371771	-2.53477674355294	-2.34544960253219	-5.95806931953408	NA	NA
"MAGI3"	-2.5107588800763	-2.15718333255073	-0.845768805662833	0.0331668639351994	-1.65033850957318	-0.655665492064358	-1.5745663565207	-2.15324626029568	-1.72685025007415	-1.92596899703438	1.229749948276	-0.121042277050766	0.485426827170242	0.55050844439203	0.684297740861865	-2.17670960600942	1.96818012530274	0.47522722134494
"MAGIX"	-4.77225112110169	-2.95419631038688	-3.85219507482227	-3.32940321544951	-3.39689015256858	-6.65284497300198	-5.5708044377245	-5.4262647547021	-3.98109153744994	-3.21137121589663	-0.838092697505051	-2.91443552523379	-9.64385618977473	-2.4626269577971	NA	NA	-2.91089252616601	-2.56282138650424
"MAGOH"	-0.201227811338406	0.632268215499513	0.529038848827478	0.732485171183537	0.40357838390378	0.471276338827208	0.298532355174246	0.891147859062771	0.234845861749213	1.94218081581148	1.22208281752435	0.515218048817947	1.86443379636562	0.820065973807158	1.80090692777172	0.461188646062957	0.144389909335175	0.601565431396642
"MAGOHB"	-2.42829671988433	-2.75256244921722	-2.72881265931698	-2.90968922896119	-2.51370381755133	-2.75802720969404	-1.519142317902	-2.84130225398094	-1.76515413825079	-0.903032185757225	-1.80638383777771	-2.11404455092595	-2.94341647163363	-1.39391420771309	-0.663625562558442	NA	-3.85199883711245	-3.81199313895629
"MAGT1"	-0.590047789880939	-0.69492382334928	0.247340598728649	-0.292409007967307	-0.191775722663972	-0.264827687656845	-0.345195303704506	-1.19744606420622	0.182138811418369	-0.768427720047904	-3.39134633849887	-0.501425707301924	-0.902389203373578	-1.5722514489716	-1.14905238972868	0.055020679906362	-0.185242245227643	-0.478287876292572
"MAIP1"	-1.08197730216661	-0.945431565523436	-0.602262199502256	-0.662587612805499	-0.366357882582325	-0.896021818269079	-0.300773921688653	-0.956867137825546	-0.999733563778677	-0.533651574255624	1.23015771963001	-0.360467617845785	-1.37407495150035	-0.50629826131446	0.0154998746200004	-0.550461637742654	-0.358607686222503	-0.637686272826488
"MAK16"	-1.64072917314305	-2.02119028666775	-1.33640514130052	-0.305065113265303	-0.18563562605825	-0.513882073681393	-0.981964898887673	-1.21525256121659	-1.05556676770237	-1.93981481269428	0.154407199984198	-0.294481841085955	-0.876201391537378	-0.0364604046248218	1.23951289818897	0.408121734655197	-0.986475877972483	0.502180361005463
"MAL"	-5.05765333996394	-3.49476469174958	-2.58273439982904	-6.13675813750711	-2.14727626249711	NA	-7.15576693844565	-3.8017738897943	-4.31812652472751	NA	-1.7651611750512	NA	-3.0439433475876	-6.82017896241519	-6.93041210325334	NA	NA	-7.74273047651917
"MAL2"	-3.25029841790633	-1.99072218641199	0.454192169169318	1.20147176970935	0.354430734574692	0.498171565890269	-2.96594237956564	-2.36737106564853	-2.56605403817109	-3.81905379311787	0.732550131899038	0.929503164746811	-0.363085419644122	-0.419299526133003	-2.842949262003	-5.22110372536788	-0.628576287177509	-0.991186417430076
"MALL"	-3.31618635356279	-2.34538706771135	-3.8015690017523	-7.59618975614441	-6.08138832684065	-3.72210763543909	-3.98584193700334	-2.55179563678596	-2.62353953283185	-2.87152121301201	NA	-8.39016895620018	-0.826872566519344	-7.82017896241519	-6.93041210325334	NA	-4.32593002544486	NA
"MALRD1"	-7.05765333996394	-9.27612440527424	-6.65954999687987	-6.59618975614441	-8.88874324889826	-7.65284497300198	NA	-6.4262647547021	-7.56605403817109	-4.35339022076906	-0.859625859054693	NA	-6.64385618977472	-3.49825086752783	-1.22997238511225	-4.73567689819763	-5.68850010482957	-6.74273047651917
"MALSU1"	-0.900306404601094	-1.03771966594916	-2.05963715469274	-2.19531031986223	-1.92295896423617	-0.713265758687286	-0.714897770834783	-1.33174715591781	-0.973597000903011	0.225340326240582	-0.514028858273698	-1.88237431600149	-3.23446525363702	-0.842899038915271	-1.0975220890886	-0.218851273636497	-1.721067967286	-1.73150322109592
"MAMDC4"	-6.05765333996394	-6.46876948321663	-8.65954999687987	-9.59618975614441	-5.5668151540109	-5.56538213175164	-6.15576693844565	-6.68929916053589	-5.98109153744994	-3.71951811956696	-5.91490829455588	NA	-8.64385618977473	-5.01282404035758	NA	NA	NA	-5.09887428674445
"MAML1"	-2.80026549727128	-1.96324144998988	-2.03019337680026	-2.57382194311596	-2.47935231276056	-3.20990147715325	-3.07895134139482	-2.70744650724615	-3.10662241953379	-1.68780925983962	-2.59298019966852	-2.89831585987051	-1.49919794694284	-1.23521646169403	NA	-4.95806931953408	-1.11215073441312	-7.15776797579802
"Maml3"	-4.73572524507657	-3.63226821549951	-3.37414777801762	-2.67732651886982	-2.16082279433506	-3.74595437739346	-4.27312388908381	-4.92376441417291	-4.56605403817109	-4.12390837464629	-4.21446857641479	-2.12338241550528	-3.86249647625006	-4.23521646169403	-3.47098048461605	NA	NA	NA
"MAN1A1"	1.6719674035891	0.158503822362487	-0.653925447685992	-1.86826930158121	-1.68907090406189	-0.282157566194762	1.14000199597485	0.415037499278844	1.15076542315886	-0.0667129730647501	-3.45547667591859	-0.424384671538096	0.428946344769483	-2.49825086752783	-0.555372671906419	NA	-5.79541530874608	-0.316465721817076
"MAN1A2"	-1.08610978601316	-1.3934813559124	-1.33762190199251	-0.644905041177438	-0.866375435869805	-1.03813512888677	-1.38427746894505	-1.24967602297877	-0.563239022564038	-1.06162409639195	-0.120492428205776	-0.951377103621923	0.594548549550354	-0.119739244274096	-1.53809468047458	-0.75186893170022	-0.356303674488377	0.563331212909167
"MAN1B1"	2.73391657216294	2.127952730967	1.28369739902168	1.04043486439924	1.07848300993773	1.50954635575493	1.41598570505789	2.33362342851974	1.6421803201687	1.59114514922459	-5.10755337249828	0.873100244172478	1.56559717585423	0.501749132472175	-3.22997238511225	1.63998318062752	1.66022804940151	0.892987643811873
"MAN1C1"	0.808079930887822	0.170958820935415	-0.719970782565177	-0.258567854151903	-1.47935231276056	-0.503097853497297	0.400739116226275	-0.0339473319233377	0.560650434672098	-1.57474659535298	-6.91490829455588	-0.173423098004878	-1.53533173299656	-1.55339242172029	NA	NA	-1.83764354413538	-1.20357166541114
"MAN2A1"	-1.16891009106568	-0.776278518191032	-0.980069897374424	0.505785914804821	-0.769802176174752	-1.22239242133645	-0.80041584202084	-0.861480135918572	-0.603158032833831	-0.292507978622038	-3.27105210478116	0.530183899214898	-0.456504116574228	-0.722146879454661	0.354990115608905	-1.07135660586319	-0.397822943926644	-1.12802063240397
"MAN2A2"	0.354916506841273	0.0726037489568399	-1.52512367665894	-2.35778501681933	-2.42931163026096	-2.20990147715325	-0.665918978006355	0.484627771463917	-0.577369351398926	-2.22268652912447	-3.6669807811123	-3.01512952485326	-2.13606154957603	-4.65025396097288	-1.88601798389489	-2.12517930536934	-2.92599941855622	NA
"MAN2B1"	3.03988503568296	2.87235217690404	1.5216022599857	1.5768627016297	1.074152756439	1.21597758177302	2.23842777157378	2.38591255081235	2.26644044616502	0.845266499216568	-5.91490829455588	1.66511347930101	2.02502879449152	1.51073791569943	-0.422617463054647	1.4632942582697	2.59392646146683	1.73452184741878
"MAN2B2"	1.0825373632279	1.30883809544692	0.0146422712658136	-0.178337241258512	-0.263034405833794	0.45567948377619	1.05794485966002	0.625397365120395	0.863352703342889	-0.907590467719529	-3.74498329311357	0.575615328461904	-1.18033181650354	-0.198127142958811	-0.487468607404615	-4.95806931953408	0.338616023097051	-1.72036266349072
"MAN2C1"	0.975769661573514	0.711139606798301	-0.17976973285077	0.0331668639351994	0.00304045432005121	-0.707401136624068	-0.486881954179406	0.234325450832428	0.0867909348308877	0.494261171464782	0.370493924306366	0.317190175880699	-0.61595019320484	0.683646775580563	2.0121024020859	0.841751929838115	0.821557586877698	0.429697032126308
"MANBA"	-1.25029841790633	-0.981503656382611	-0.0503712587378905	-0.814830042619751	-1.00610019953642	-0.312994970117355	-0.847427908306245	-1.44898483120218	-0.9624276931849	-2.62640871517548	-0.806383837777713	0.298081352932995	-1.10858081315392	-1.91328836680667	-5.93041210325334	-1.09182070842291	0.0237812259560419	0.775922679154215
"MANBAL"	1.00978102079259	1.43983758498091	0.62816238266958	0.19334388882595	0.457770484267376	0.723280416274195	1.02102953970195	1.01805997154499	0.681873475272494	2.08324953299499	0.433819859675195	0.480195763383221	-0.540568381362703	0.59767355247071	0.178112353524826	0.445652866516928	-0.628576287177509	0.301663642839279
"MANEA"	-3.73572524507657	-5.27612440527424	-3.13598804082286	-4.10433665981474	-3.1073835353736	-3.1609918766723	-3.17848701494574	-3.92376441417291	-3.37622947929107	-4.12390837464629	NA	-2.85101014509215	-2.76121314041288	-5.82017896241519	-1.57286009863526	NA	NA	NA
"MANF"	0.790969600465402	0.991832679128602	0.0022281008921173	0.175299713356188	0.0942503257960511	0.741617721608338	0.516658403525843	0.650550842348733	0.606373470474391	1.33841345205123	-0.914908294555883	-0.25061760380139	0.066950243924627	-0.0322764030237562	-1.28655591347862	-0.345815127145186	0.47425086372501	0.878405636755467
"MANSC1"	-4.44294349584873	-3.34538706771135	-2.86513413052976	-3.34826224270082	-3.4964258261195	-6.06788247228082	-3.20157062805878	-3.9668331360648	-3.01146518649345	-4.75193959725933	NA	-3.0326169515821	-9.64385618977473	-6.82017896241519	-4.93041210325334	-7.95806931953408	-5.68850010482957	-7.15776797579802
"MAOA"	-0.593107589629997	-1.03295042180129	-0.42847285281365	-0.996351281597748	-1.17449773123214	-0.537671238980942	-0.0998744695604767	-1.07458931642068	-0.526668853950051	-1.51093149775554	0.416008583558735	-0.318706593643559	0.0461243154973359	-0.534776743552939	-5.34544960253219	-0.818517967135288	-2.06959027218507	-0.997896639019629
"MAOB"	-0.400334890382649	-0.679934649129827	-4.16577458841917	-6.59258751946421	NA	-2.14148763230486	-0.65084866344889	-3.51937415909358	-0.818431669165344	-1.6722124047886	-5.32994579383473	-6.39016895620018	-6.64205394714074	NA	0.0237842071335319	NA	NA	NA
"MAP11"	-2.04642608454068	-2.23173028591578	-2.20833888504754	-0.716606506531627	-0.513703817551334	-2.3041168187709	-2.29778594331808	-1.71660650653163	-2.45752958139292	-1.85381921127855	0.0508759901062045	-0.976541027176011	-1.22179142360191	-1.67043184291051	NA	-1.89917563048051	-1.02824947680417	-3.07030513454768
"MAP1A"	-2.59822172132664	-2.73696559416621	-3.5510255401017	-5.4262647547021	NA	-3.11368616189395	-2.12786094187577	-1.9888594423948	-2.33723534767521	-2.45648371373316	-2.87051417519743	-6.39016895620018	-2.52491511705122	NA	NA	NA	NA	NA
"MAP1B"	0.130935505743412	-0.617912922522443	0.257822082596971	-1.19531031986223	0.36392218355199	-0.904652123412519	-0.410933100946107	0.156190890408483	0.178779799328454	-0.456483713733164	-4.21446857641479	-0.576387764983146	1.87332106291482	-0.0322764030237562	-1.64500988439109	-5.08360020161794	0.388315492221264	0.336754307307641
"MAP1LC3A"	2.33546893362559	3.14751678980162	2.19141815410257	1.58496250072116	1.38038343025116	1.64120134026952	2.23896369098592	3.0073206864484	2.16186641639211	3.77464855716744	2.7513157082473	1.6460046563533	1.7273759385949	1.67367648682563	2.34338349596092	2.40533541132944	1.43562120699962	1.3360874734428
"MAP1LC3B"	3.80904604291809	3.55972863117026	2.94824264503934	1.95359491180345	2.77125264353172	2.79630367237346	3.05748919980229	3.13056058624775	2.82357730108943	2.99655822961503	3.33598224116746	2.21484749171118	2.9884574728114	2.46983988451743	3.08778807555988	2.25786807966507	2.17745404867452	2.52112554307691
"MAP1S"	0.965407909771398	-0.17021589670308	-0.91135714729041	-0.618909832644494	-0.612618843624022	-0.485426827170242	-0.172773363751343	1.42548428671396	-0.141887749352992	-0.180704079649691	1.75574795456256	-0.538419914784126	-1.43440282414577	-1.06529146025172	-5.93041210325334	NA	-1.89594218470004	-0.295647250309522
"MAP2"	-5.9701904987136	-6.46876948321663	-5.13598804082286	-6.4262647547021	-5.42931163026096	NA	-8.15576693844565	-7.4262647547021	-4.70807304304352	NA	-7.91490829455588	NA	-3.18442457113743	-7.82017896241519	NA	-1.03127916648786	-3.06959027218507	-2.64469839355865
"MAP2K1"	1.81732800768984	1.22571277962806	1.63793950428111	1.28798076296402	0.840877494654779	1.85989548980152	1.29595932962885	1.75530165317561	1.30508114607195	0.90106829088492	-4.32994579383473	1.08961130782892	2.04919510562227	1.27785312054534	2.03248390208392	-8.54303182025524	0.305044873033134	0.773954472790436
"MAP2K2"	1.77642261347095	2.31773353358399	1.66125055200177	1.50512939827887	1.65138478968384	1.40717538150587	1.70065859017988	2.23907116248308	1.54833901669622	2.85606314485989	2.38544426577234	1.47091794979521	0.684818737553223	1.62690426379446	-0.608484008365981	1.37880911681925	0.93459752477836	1.41714086025921
"MAP2K3"	2.70908259956603	2.04185341713288	2.06879571783111	0.803622203181274	0.799507060234919	1.27715308960705	1.35647970438353	3.32778761282683	1.25332675269351	1.12513534391362	-4.91490829455588	0.349611653573077	3.02392064861871	0.794530881700021	-1.0975220890886	1.21602411890493	1.85065870627846	1.49806085564278
"MAP2K4"	-1.68696593315672	-1.97234365709713	-0.705353686492995	-1.64199344575754	-1.09432738254815	-0.884660648225053	-1.65991191155848	-0.902702798645085	-1.60605210610301	-2.71951811956696	1.07661355151981	-1.28688114778816	-1.3492354408831	-1.5722514489716	0.11398201610511	-0.183282259932908	-1.88852471313756	-1.03537134443829
"MAP2K5"	-1.70892518573286	-1.10619940383193	-1.41162248343628	-1.85472276974326	-1.42113769881526	-1.37207420287138	-1.70455582661332	-1.1594782140072	-1.37622947929107	-1.12922217454276	-3.45547667591859	-1.43597264581331	-0.719043686168944	-0.764896526913998	0.763074854245982	NA	0.530668415632595	-0.0614920647413697
"MAP2K6"	-5.47269083924278	-3.91857240065615	-3.07458749615871	-4.16992500144231	-5.08138832684065	-7.06788247228082	-2.97585784843072	-3.72582503656101	-4.43677102122613	-4.12390837464629	-1.87051417519743	-3.77545911208498	-8.05889368905357	-2.82017896241519	NA	NA	-5.91089252616601	NA
"MAP2K7"	-3.90790622045925	-3.21003521481647	-3.5934608064221	-3.81483004261975	-3.27403340478305	-4.40491745955839	-3.63220498238864	-2.9668331360648	-3.33723534767521	-3.81905379311787	-4.00801769894736	-3.30270611494984	-4.78587519464715	-4.36074734377789	NA	-8.54303182025524	-5.58896443127865	NA
"MAP3K1"	-2.2247633257992	-3.08629984639422	-2.58273439982904	-1.12858420606141	-0.987876440917511	-3.74595437739346	-2.64797229824696	-2.05703094503638	-2.58877411467118	-2.98255252540075	-4.21446857641479	-1.64197610661072	-2.15200309344505	-0.610725596786238	-2.76048710181103	0.0698366770358028	-0.895942184700043	-1.72036266349072
"MAP3K10"	-2.80026549727128	-2.1886615640239	-4.07458749615871	-3.10433665981474	-5.88874324889826	-5.48291997155967	-2.54843662469604	-2.22986754189859	-2.67123627486315	-1.58931939644026	-1.00801769894736	-3.66224850163698	-4.08926733809709	-3.49825086752783	-2.47098048461605	NA	NA	NA
"MAP3K11"	0.675361981722026	0.564653518320817	0.166998490411045	0.116337244295413	-2.05585323473352	-2.39545713030933	-1.15014238925177	1.00279321489168	-0.606052106103011	-0.756043995592072	0.866451418968777	0.152862864055054	0.769771739249448	-1.20546911829998	0.600969357262969	-0.0713566058631934	1.1862617380629	-0.365519946130623
"MAP3K12"	-1.10636862499696	-1.02345897282399	-1.12039118577184	-0.618909832644494	-0.659924558402378	-1.58675578254421	-1.6719511611814	-1.32472672824004	-1.11897081196144	-1.07181986349784	-1.25669681180409	-1.01512952485326	-1.16812275880833	-0.913288366806669	0.585287735030699	-3.01946986419822	-0.512861452192861	-3.18814162484154
"MAP3K13"	-5.01325922060548	-4.95419631038687	-2.91808301047872	-2.08048991786037	-2.60334103003601	-7.33091687811462	-5.45532722030456	-5.20387233336565	-4.92219784839637	-4.04144621445432	-1.6669807811123	-2.26088593925522	-3.73696559416621	-1.22026612022806	-2.17552460108987	NA	NA	-4.74273047651917
"MAP3K14"	-1.73122385284163	-1.92739625104316	-1.62063100758757	-0.698344300138899	-1.48786381261607	-2.37672056772774	-2.32287692428091	-1.85135591864486	-1.7458750757559	-2.81905379311787	-7.91490829455588	-0.959716404534652	-1.16004041251047	-1.09225850785199	-2.28655591347862	NA	-0.685283392146024	-2.20357166541114
"MAP3K2"	-1.026986203717	-1.71388198105317	-0.383425591605632	-0.543621705340257	-0.337996463515016	-1.47293588298704	-1.99086001176997	-1.60183631928555	-1.33243436141139	-0.161522666446071	-4.32994579383473	-0.80145432061792	0.344828496997441	-0.0322764030237562	-1.43855900692367	1.46469629437702	-0.310979683978887	-0.598072233687292
"MAP3K3"	0.921771855367537	0.518291461075869	-0.918083010478723	-0.136758137507113	-1.54001509466718	-0.804222032572641	0.411238431801381	0.821662758741488	0.486514012633062	-0.439881746396034	-3.74498329311357	-0.5105857065874	0.140778655782796	-1.79781114938673	-0.88601798389489	-7.95806931953408	NA	-3.86008742715733
"MAP3K4"	-1.03528552693548	-1.31612247320616	-1.63718218385142	-1.21681138907315	-2.00610019953642	-6.19341335436468	-1.85198619026855	-0.961378705972692	-2.01915957828346	-3.23409129239672	-3.00801769894736	-1.60880924267552	-4.51457317282976	-1.32832586608551	-6.93041210325334	NA	-6.91089252616601	-6.15776797579802
"MAP3K5"	-3.03528552693548	-3.84985965057214	-1.86513413052976	-0.952333566369686	-1.23053176614646	-1.77632802643698	-2.16708225167349	-2.78240856492737	-2.34688551770893	-3.71951811956696	-1.91490829455588	-1.66224850163698	-1.95735566259151	-1.79781114938673	-4.93041210325334	-0.591747105288266	-0.446006477436609	NA
"MAP3K6"	-0.819248600638858	-0.239950792720753	0.0615491918273151	0	-1.03076225377069	-1.0307931535456	-1.93659841798349	0.46044795896879	-1.01146518649345	-0.867075307980815	-6.91490829455588	0.492474093161658	0.130930869826449	0.303942349414	NA	0.564185255336145	0.760353661640216	-0.193908568060423
"MAP3K7"	-0.328032596410898	-1.25375659224578	0.0632575342896769	-0.159478214007197	-0.548893246013634	0.12851474052268	-0.541057094330445	-0.98332125885337	-0.193188978058504	-1.68780925983962	1.45359816695181	0.0465425859370302	0.10936055940423	-0.39391420771309	-3.60848400836598	1.47864222260313	0.216671973552652	0.831863050818436
"MAP3K7CL"	-3.15076274435542	-3.66141456115903	-2.74068675960528	-4.0726278000874	NA	NA	-6.06830409719531	-3.58496250072116	-3.92219784839637	-3.71951811956696	-6.91490829455588	-7.06824086131282	-1.90238920337358	NA	-0.953132179753427	-5.84259210211415	NA	NA
"MAP3K8"	1.19796540987566	0.506873803646176	0.645371672701803	-0.760139401086341	0.125277221416675	0.373678469517786	-0.506510760928338	-0.411314413236126	0.581150886771137	-0.845049001650817	-6.32994579383473	-1.29741181528033	0.952333566369686	-2.09225850785199	-6.93041210325334	0.919470452342026	1.03162197917323	0.0516853898309316
"MAP3K9"	-3.12691600240105	-4.06667103964529	-5.13598804082286	-4.95233356636969	-4.42931163026096	-2.34906422482488	-7.34841201638805	-3.25633975325979	-4.20850203355301	-7.62640871517548	-7.91490829455588	-4.68972923805909	NA	-2.65025396097288	NA	-5.73567689819763	-3.4297658364294	NA
"Map4"	0.693890719125162	1.54962942760888	0.761462858899356	1.02035908763458	0.193405792455612	1.27419219571832	1.57045122088655	2.053515509327	1.36320437046588	0.641938339507042	-1.17344130815474	0.675920234257589	1.42559357765306	-0.0519946376382614	0.435910110992472	1.08723530477153	1.56619111083332	0.654944156429093
"MAP4K1"	-0.153771494227756	-2.23173028591578	-2.40216215418722	-1.83463852369993	-2.05585323473352	-3.00898878322725	-0.528233053972861	-1.7538394127306	-0.984853456246135	-0.394387592641251	-1.984170956993	-1.74631276642546	-3.83650126771712	-2.23521646169403	-2.17552460108987	-9.54303182025524	-2.92599941855622	-4.18814162484154
"MAP4K2"	-3.92837032301897	-3.99072218641199	-3.5302669799349	-2.63040547148232	-4.24488705912353	NA	-2.15014238925177	-4.15324626029568	-3.41630691866641	-3.10284675911846	-4.00801769894736	-3.68972923805909	-5.83650126771712	-3.06529146025172	NA	NA	-9.49585502688717	NA
"MAP4K3"	-1.49159930179284	-1.65407258581786	-0.897998764435391	-1.97413793668803	-1.04325319795388	-0.921525941976915	-0.49220883422838	-1.4262647547021	-0.900718120985915	-1.07181986349784	-3.10755337249828	-0.731957473448389	-0.146004352823607	-0.169127271236259	0.11398201610511	NA	0.744936305274786	-2.68744804101798
"MAP4K4"	-2.02974734339405	-1.74474294475793	-1.75868318889912	-1.79528985622411	-2.82265405844049	-1.89795747083851	-1.48334159647416	-0.345891338238078	-1.29459101026672	-0.69173496305342	-2.42305519822621	-1.07728600091583	-0.154008229335427	-0.39391420771309	-1.43855900692367	-2.14215238397305	-1.54748779530249	-1.52356195605701
"MAP4K5"	-0.329732885400737	-1.14684138832927	-0.0840107500453395	-0.17202346732631	0.21978120787991	-0.183203155762463	0.177388411864964	-0.194243632167873	-0.1975475766634	-2.00191785026768	-6.91490829455588	-0.376148485885249	0.158660175346498	-0.754089771957415	NA	-7.95806931953408	0.160569836390609	-0.35471319117404
"MAP6"	1.23409294087	0.369534027134473	-0.0374981774234937	-1.54634120669385	-1.8663754358698	-0.600276922197826	0.0549044053399687	2.10381639473846	-0.250904475914791	-0.768427720047904	0.347186550814297	-2.1517642168751	0.203201156316611	-0.312384322216491	-1.37582325157571	NA	NA	-1.18814162484154
"MAP7"	-1.89274641328825	-1.63949978473059	-0.376461643855868	0.43723324539304	-0.43753213706593	-0.918135352776141	-3.1333991254172	-1.58496250072116	-1.87256708067177	-3.40401629383903	1.49235946968885	0.6555907051825	-0.37006059056046	0.614449265221537	0.749067996252103	1.03156170708237	0.638571293333755	1.14220317143059
"MAP7D1"	2.6242438868223	2.42040850880406	2.15423119433717	1.54080135593582	1.13778019362151	1.0035798902758	1.28406394553574	2.95779944672752	1.80408844132431	1.11618142818461	-0.140121234954709	0.901001743121677	1.43028527297778	-0.620506617578823	1.47897883288436	-0.185479815637154	0.327512213159064	0.359245194430057
"MAP7D2"	-3.75387259178683	-3.81669278663694	-3.75265940127135	-6.13675813750711	NA	NA	-2.74637600230795	-4.68929916053589	-2.69568931858769	-2.53894587392514	-5.91490829455588	NA	-3.71311885221184	-5.82017896241519	NA	NA	-4.91089252616601	NA
"MAP9"	-5.35721362182284	-5.36923380966572	-4.07458749615871	-3.38673639051546	-3.05585323473352	-3.12928301694497	-3.51191074867093	-5.31078753728216	-3.86561432003	-5.04144621445432	-6.91490829455588	-2.49535119289224	NA	-2.06529146025172	0.20913924914545	NA	-6.91089252616601	-2.38517847190109
"MAPK1"	0.0258259873679053	0.197581344345178	0.218500915848667	0.629017680799092	0.566583971406301	0.933994814959847	1.03714228066636	0.250867589946925	0.754746510710545	0.0126304583014727	1.69057122350579	0.50313257466038	0.826802684285827	0.589211973722514	-0.701593412757463	-0.958069319534082	0.0355264336291411	-0.273088659279658
"MAPK11"	-3.58191990899754	-3.4432343911095	-4.26723257410111	-6.59618975614441	NA	-3.05293213081485	-1.70455582661332	-2.32472672824004	-3.45752958139292	-2.25717490550976	NA	-6.39016895620018	-4.32192809488736	NA	NA	NA	-9.49585502688717	NA
"MAPK12"	-1.026986203717	-1.10119872277356	-0.648322741456616	-1.53010056568664	-0.877515993475005	-1.75802720969404	-1.22502960088277	-1.17833724125851	-1.41630691866641	-1.88944312100927	-3.74498329311357	-1.57638776498315	-1.55639334852439	-0.987288948250446	-3.12305718119574	-7.54303182025524	-1.27668650642501	-2.51391178602329
